work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words
24160720;"Cassandra, gifted with prophetic visions, sees all possible futures when making decisions. She knows people will call her names like \""opportunist\"" and \""whore\"", but she wants more from life than a traditional fate. Cassandra asks Apollo for the gift of prophecy, knowing it may be selfish, but convinced he will leave her someday. In her visions, she sees a happy beginning with Apollo, their son's birth, and a darkening future as Paris arrives, leading to war, death, and destruction. She witnesses the fall of Troy, her sons' deaths, and her own brutal end at the hands of King Agamemnon after being claimed as a slave. Seeing the world's demise, including Apollo's rage and eventual death, Cassandra decides to change the course of events by hurting Apollo so badly that he will never forgive her, leading him to curse her in return. In the end, Apollo watches Cassandra die, feeling sad and hollow, with the truth dying with her, but promising to avenge her death.";;;;plague;;;;;;mortals;;;;;;Apollo;;;;;;;;indirect thought;third;"""And at this point she thought that the fate couldn’t surprise her, but then she sees the world burning, the sun crushing to the ground, Apollo raging, monsters plundering and plague spreading.""";1264
24160720;"Cassandra, gifted with prophetic visions, sees all possible futures when making decisions. She knows people will call her names like \""opportunist\"" and \""whore\"", but she wants more from life than a traditional fate. Cassandra asks Apollo for the gift of prophecy, knowing it may be selfish, but convinced he will leave her someday. In her visions, she sees a happy beginning with Apollo, their son's birth, and a darkening future as Paris arrives, leading to war, death, and destruction. She witnesses the fall of Troy, her sons' deaths, and her own brutal end at the hands of King Agamemnon after being claimed as a slave. Seeing the world's demise, including Apollo's rage and eventual death, Cassandra decides to change the course of events by hurting Apollo so badly that he will never forgive her, leading him to curse her in return. In the end, Apollo watches Cassandra die, feeling sad and hollow, with the truth dying with her, but promising to avenge her death.";;;;unspecified;;;;;;Apollo;;;;;;---;;;;;;;;indirect thought;third;"""And she sees it, she sees the end of the world, she sees his death, she sees everybody’s death.""";1264
24160720;"Cassandra, gifted with prophetic visions, sees all possible futures when making decisions. She knows people will call her names like \""opportunist\"" and \""whore\"", but she wants more from life than a traditional fate. Cassandra asks Apollo for the gift of prophecy, knowing it may be selfish, but convinced he will leave her someday. In her visions, she sees a happy beginning with Apollo, their son's birth, and a darkening future as Paris arrives, leading to war, death, and destruction. She witnesses the fall of Troy, her sons' deaths, and her own brutal end at the hands of King Agamemnon after being claimed as a slave. Seeing the world's demise, including Apollo's rage and eventual death, Cassandra decides to change the course of events by hurting Apollo so badly that he will never forgive her, leading him to curse her in return. In the end, Apollo watches Cassandra die, feeling sad and hollow, with the truth dying with her, but promising to avenge her death.";;;;unspecified;;;;;;everyone;;;;;;---;;;;;;;;indirect thought;third;"""And she sees it, she sees the end of the world, she sees his death, she sees everybody’s death.""";1264
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;unspecified;;;;;;Philomena's mother;;;;;;---;;;;;;;;indirect thought;third;"""Learning a woman’s place had earned her mother an early grave. Her poor mother had died with her younger brother all because to rule you needed a cock.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;implied/unspecified;;;;;;Kallias;;;;;;Philomena's father;;;;;;;;indirect thought;third;"""Deep in her heart she already knew, if her father was willing to try to beat her to death then there was no hope for him. By the Gods how she longed to weep, but found that it hurt too much to simply do that.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;war;;;;;;many young souls;;;;;;---;;;;;;;;indirect thought;third;"""The Trojan War that had sent so many young souls to Hades.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;unspecified;;;;;;a boy;;;;;;Patroclus;;;;;;;;indirect speech;third;"""From the soldier she learned that Menoiteus had exiled him to Pthita for a supposed murder of another boy.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;unspecified;;;;;;---;;;;;;Patroclus;;;;;;;;indirect thought;third;"""Reaching for his hands, noted the rough nature of them. Hands that had saved but also ended lives, her baby.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;implied/unspecified;;;;;;Philomena's father, Menoiteus;;;;;;---;;;;;;;;indirect thought;third;"""Her family was whole once more(Menoiteus and her father could rot in the very pits of Tartarus for all she cared) and they had welcomed a new addition.""";4350
24350869;Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;;;;;;;Patroclus;;;;;;---;;;;;;;;indirect speech;third;"""Achilles said they had been buried together but they had not arrived together."" [...] ""She now noticed the blood marrying his tunic at the abdomen. A gruesome death, however the signs would fade in time.""";4350
24847147;In the attic, Edward grinds myrrh resin while recounting the tale of Myrrha, a girl who fell in love with her father, King Cinyras. When discovered, Myrrha fled and eventually gave birth to Adonis, whom Aphrodite transformed into a beautiful baby and later took as her lover. Adonis was killed by a wild pig during a hunt, and Aphrodite wept for him until her tears became the fragile anemone flower. Meanwhile, Myrrha's fate is tied to the myrrh tree, which she was transformed into after crying out to Aphrodite in shame and penance, leaving behind the question of who shall weep for her.;;;;transformation;;;;;;Myrrha;;;;;;Aphrodite;;;;;;;;narrator;first;"""The goddess Aphrodite transformed young Myrrha into a little twisted fragrant tree that split open to reveal the most beautiful baby the goddess had ever seen.""";726
